"","Station","Light","Depth","avsyn","sdsyn","avpico","sdpico","avcrypto","sdcrypto","avnano","sdnano","avhetero","sdhetero","avpercent","sdpercent","avmixo","sdmixo"
"18",10,10,21.9,1164.13322870415,125.760168089082,5663.0235045234,62.8875336216137,129.348110762169,57.1641896809663,3557.07401084246,45.7357183059361,72.7585467669159,11.4328811940168,0.0518958653287012,0.0140542045912544,189.98062597082,62.8809361139407
"19",10,22,14.4,1774.47995112348,120.035263899517,6313.75444755569,45.7626588770518,194.020734012893,45.7320684715309,5169.8407675796,131.45106633741,92.9691237741501,5.71626839382176,0.0686390903498564,0.00709270610666752,396.128889425856,34.2987354246942
"20",10,46,7.4,505.26338583498,17.1489498321773,11067.2894630003,640.242761656056,234.442227673301,57.164146974585,4515.0337733493,463.030927890214,88.9269424565147,114.328828930762,0.0362476354160698,0.0491948557043152,165.727531239112,245.806838215683
"21",5,1,43.8,56.5877901644276,11.4324568963751,169.763369843905,57.1622909103922,44.4618355466506,5.71623258080578,157.637417174263,28.5811592305912,84.8817281056291,51.446086339562,-0.00238095238095266,0.138054181088802,5.84440721596025e-06,22.8649220579879
"22",5,10,22.1,396.11591627978,11.4324100595449,1988.66358361312,22.8645482827433,28.2939934633703,5.71624360114629,444.619920473779,114.325101614436,92.9675878982895,62.8797192168825,0.0420794483294484,0.0119156008678969,68.714771464735,17.1488327416927
"23",5,22,14.4,1548.10686104623,17.1453795902596,6701.72624709375,125.743615473831,105.093377572037,34.2977251777529,1426.84507901772,142.904885068584,20.2089898862109,40.0142204203585,0.0280301628423391,0.0194375855561181,4.04180693929277,5.7165255428407
"24",5,46,7.4,1139.86812170299,148.628501564262,10954.0495372306,388.685867796948,254.651425976571,62.8807202774191,2251.44128493141,5.72199832400208,173.809583895791,62.8804571539888,0.0562035438546011,0.0059671565635306,149.557069099908,17.1493801070226
"25",6,1,42.7,1475.33926239234,97.1795566614307,3617.61246935928,28.5748582376125,84.8825434088899,17.1490145812645,1313.6580907701,85.7419136865413,105.093080796527,11.4327039393488,0.0862992689119101,0.0161246940585752,117.21917405819,28.581475609186
"26",6,10,21.9,1713.85940597295,45.7311867965512,10788.4216290081,383.001545712021,569.939095449958,5.71635793902198,4551.42848993415,594.507442453541,145.516308704305,22.865229244398,0.153442532997818,0.0398608247529854,598.234039643851,148.628693093854
"27",6,22,14.4,953.946712969442,34.3012464214725,11156.3258444748,308.717935213465,618.44845313825,17.1477609137425,3831.9553349154,57.1746024148782,129.348966384966,34.298343252514,0.240418825159933,0.0113896233864461,945.864440854157,57.1677178526973
"28",6,46,7.4,723.541121488603,5.7149954550696,10719.7270984948,457.336027130159,468.887010170332,22.8666679552551,3528.77876499741,28.5751540721817,189.980397047491,5.71649845812069,0.227419229574402,0.0351191974657345,832.679860249686,102.895542251247
"29",7,1,43.7,1544.05313574699,262.951618441766,1628.93568727321,337.26345337239,97.0085603670294,0.00015979760363357,1212.60707991718,91.4625452949346,56.5883888976016,22.8650809350125,0.0987449591075263,0.0224926741537503,129.344904308725,22.8653527752614
"30",7,10,21.9,715.444785288325,62.8787397505153,2570.7508845464,34.2945218177413,262.733941371115,51.4466814414,2667.76041511264,57.1670141912776,68.7150088216204,28.5812478458389,0.18425778132482,0.00804171718428469,517.384220176944,45.7338978959098
"31",7,22,14.4,311.241139011025,28.5819821048465,2655.65488762256,17.1497502268414,238.48346441623,28.5818572012861,3031.56948990735,125.759721298112,64.6738412339833,57.1639247179118,0.167575751597885,0.000746275798814245,610.3594565265,28.583389581712
"32",7,46,7.4,230.403538347341,85.7442118061496,4377.69240090922,1846.49397050876,210.194013434352,102.900103710521,3795.61583699269,1446.33030949406,141.474210186889,17.1490885118805,0.221923986986099,0.0468790254371386,654.823486742537,80.0290864571977
"33",8,1,68.8,1232.81543437715,40.0137249518125,1548.09282307601,62.8787769583136,88.9243912596928,11.4325377125286,715.437165926891,120.041927004155,24.2521345719479,11.4325230184333,0.0761562998405104,0.0208635972120432,60.6303705228943,5.71640615366891
"34",8,10,33.9,4700.9073962515,588.78262506687,4462.42627521864,503.037683943162,137.429785155051,68.5958783256605,1471.30714313677,457.305729378793,56.5888457486762,11.4328035858851,0.0836036140391519,0.00888695537573752,125.30382696956,5.71659764027363
"35",8,22,22.4,3298.32203097217,57.1609440644391,4038.01929598729,51.4500234781828,137.430089724358,11.432777411792,1976.56795434303,108.60896176948,36.3784918129458,5.7163593171906,0.0418158837160311,0.0311323609159444,76.7990824671537,62.8796902884463
"36",8,46,11.8,1855.30606777805,28.5898022284299,5105.12369781225,291.555541466143,133.38795094599,28.5811041174526,1616.82458048073,80.0357967114793,56.5887580792552,2.80110433397144e-05,0.0849664508882388,0.0378519813404524,125.303702284212,51.4469468574458
"37",9,1,43.9,1131.77014077732,125.762934254422,7570.73143975117,417.261177541099,214.227863330495,5.71548593505891,1548.09953292656,5.71040957583435,56.588409028682,3.58167420157757e-05,0.0594916344916345,4.55023668719373e-05,84.8826297779512,5.71638503123989
"38",9,10,22.1,1164.11410963304,22.867740603776,12485.931759699,222.911728911163,323.365047338106,22.8660213684083,2659.67718179649,137.186722009272,101.051452120962,28.5813654005757,0.0488390852974186,0.000768809982350604,133.387983740054,5.71669958212232
"39",9,22,14.5,1115.61670182103,11.4280030732702,15804.5702387588,22.7981809374661,521.4294228575,62.8779356687654,3484.28110273515,57.1489353956485,181.893894577784,5.71732226545949,0.0586088470389663,0.0115923064105837,226.356816885887,45.7319674413019
"40",9,46,7.4,1192.41884042031,108.606543557655,18165.1907588556,11.5070732044822,388.041551149409,45.7327113602516,2457.59638930422,240.098453907063,541.641198360434,102.897756079267,0.0789167805971108,0.0258952685481594,206.147145159854,85.7468720735851
